Date,Dialer,Agent,COID,AID,Campaign,Company,Phone,Included on Output File,Submitted As,Passed Type,Incentive Value,Coaching Notes
1/23/2017,F,Kevin Clinton,003A000000fzNdhIAE,001A000000W9H41IAF,OTM Responder - 2017 Jan Seattle Dinner Seminar,Auburn Ankle & Foot Clinic,2537351478,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/23/2017,F,Lauren Gerry,003G0000013qNSiIAM,001A000000W8ZpFIAV,OTM Responder - 2017 Jan Orlando Dinner Seminar,Central Florida Cardiovascular,3522530003,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/23/2017,F,Lauren Gerry,003G000002cQ1yoIAC,001G000001pyB0EIAU,OTM Responder - 2017 Jan Orlando Dinner Seminar,Dean Medical INC,8637095071,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/23/2017,F,Lauren Gerry,003A000000bjvkgIAA,001A000000W8QH5IAN,OTM Responder - 2017 Jan Orlando Dinner Seminar,Ishrat Sohail MD,4078947880,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/23/2017,F,Lauren Gerry,003A000000bk3IGIAY,001A000000W9JLXIA3,OTM Responder - 2017 Jan Orlando Dinner Seminar,KSC Cardiology,8635081101,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/23/2017,F,Sherina Howard,003A000000fzMLMIA2,001A000000W8sO5IAJ,OTM Responder - 2017 Jan San Jose Dinner Seminar,Michael E Kan MD,4082052959,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,Ashley Defilippo,003A000000e7YcZIAU,001A000000W8KjfIAF,"OTM Responder - 2017 Feb Richmond, VA Dinner Seminar",Schumann Dermatology Group,7575641200,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,Gerard Pitts,003A000000boULAIA2,001A000000XyzXfIAJ,OTM Responder - 2017 Jan Seattle Dinner Seminar,La Conner Medical Center,3604663136,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,John Bonetti,003A000000fYvHDIA0,001A000000W9G0LIAV,OTM Responder - 2017 Feb Pasadena Dinner Seminar,John K Debeixedon MD,6265779495,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,John Bonetti,003A000000e95elIAA,001A000000W8nRFIAZ,OTM Responder - 2017 Jan Memphis Dinner Seminar,Desoto Adult Medicine,6623492377,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,Josh Deschaine,003G0000029uepkIAA,001G000001khWAnIAM,OTM Responder - 2017 Feb Austin Dinner Seminar,Integrative Sports And Wellness Medical Center,5122639961,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,Josh Deschaine,003A000000e94njIAA,001A000000W90IfIAJ,OTM Responder - 2017 Jan Memphis Dinner Seminar,OB/GYN Consultants Of Memphis,9012749717,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,Josh Deschaine,003A000000fzSaYIAU,001A000000W8hWwIAJ,OTM Responder - 2017 Jan Seattle Dinner Seminar,Lake Washington Dermatology,4258216363,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,Kevin Clinton,003A000000fZ08uIAC,001A000000W8q9vIAB,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Frederick Ho MD PC,6267924171,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,Lauren Gerry,003A000000e8lGuIAI,001A000000W8PU9IAN,OTM Responder - 2017 Jan Memphis Dinner Seminar,Raleigh Medical Clinic,9013866399,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,Lauren Gerry,003A000000cKoC7IAK,001A000000W8iQWIAZ,OTM Responder - 2017 Jan Orlando Dinner Seminar,Perinatal Center PA,4074254422,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,Lauren Gerry,003A000000fzKGkIAM,001A000000W9Bl9IAF,OTM Responder - 2017 Jan Seattle Dinner Seminar,Lynnwood Foot & Ankle Clinic,4257789115,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/24/2017,F,Robyn Davis,003G000002YdwNkIAJ,001G000001zSEGGIA4,OTM Responder - 2017 Feb Austin Dinner Seminar,Lone Star Chiropractic,5123772663,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/23/2017,F,Amy Day,003A000000Q0ASMIA3,001A000000W9CJhIAN,Q1 2017 OTM New York State Podiatric Medical Association Clinical Conference and Exhibition,Health Park Podiatric Foot and Ankle Clinic,9048250046,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Ashley Defilippo,003A000000bk2LuIAI,001A000000W8atqIAB,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Fairway Children's Medical Group,9095943382,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Anne Peabody,003A000000fYveVIAS,001A000000W9IozIAF,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Medical & Surgical Clinic,5628685757,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Anthony Ryan,003G000002Ydt14IAB,001G000001zS51JIAS,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Dr Edward Madison,5042410861,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Anthony Ryan,003A000000fZS7wIAG,001A000000W8O9EIAV,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Jules Turner MD,5043710676,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Anthony Ryan,003A000000fYuMsIAK,001A000000W9ArHIAV,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Phuong T Vo MD APMC,5043285466,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Anthony Ryan,003G000002LDqJmIAL,001G000001qkswkIAA,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Philip S Weiss MD,5042770087,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Anthony Ryan,003A000000fYsimIAC,001A000000W8cxzIAB,OTM Responder - 2017 Jan New Orleans Dinner Seminar,East Jefferson Ambulatory Surgery Center,5042742200,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Gerard Pitts,003A000000fYi4DIAS,001A000000W8sAgIAJ,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Fortanasce-Barton Neurology Center,6264458481,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,John Bonetti,003A000000fZ8c8IAC,001A000000W8R4WIAV,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Marshal P Fichman MD,3102715784,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,John Bonetti,003A000000bkZUQIA2,001A000000W92f7IAB,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Tyson Shih MD,9094691888,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,John Bonetti,003A000000fZBmnIAG,001A000000W8ytLIAR,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Donald W Plance DO,8182494134,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Josh Deschaine,003A000000fZ4BHIA0,001A000000W8bXCIAZ,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Bradley J Aguirre DPM,8189522600,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Lauren Gerry,003G000001xkOuJIAU,001G000001b5javIAA,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Advanced Urgent Care of Pasedena,6263040404,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Lauren Gerry,003A000000e8wGeIAI,001A000000W8jtxIAB,OTM Responder - 2017 Jan Memphis Dinner Seminar,Perry C Rothrock III MD,9017579984,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Lauren Gerry,003A000000e8vxjIAA,001A000000W8qOmIAJ,OTM Responder - 2017 Jan Memphis Dinner Seminar,East Memphis Pediatrics PC,9016859640,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Sherina Howard,003A000000fYSg1IAG,001A000000W8aFRIAZ,OTM Responder - 2017 Feb Austin Dinner Seminar,Imtiaz Alam MD PA,5127194370,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Sherina Howard,003G000002YdwsJIAR,001G000001zSEGJIA4,OTM Responder - 2017 Jan Seattle Dinner Seminar,Zindt Chiropractic Center,2534732232,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Sherina Howard,003G000002LDnIGIA1,001G000001qkxjrIAA,OTM Responder - 2017 Jan Seattle Dinner Seminar,Coho Medical Group,4252235892,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/25/2017,F,Sherina Howard,003G000002LCuWdIAL,001G000001lSkMDIA0,OTM Responder - 2017 Jan Seattle Dinner Seminar,Rainier Cancer Center,2069226400,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/26/2017,F,John Bonetti,003G0000013qIMgIAM,001A000000W95kvIAB,OTM Responder - 2017 Feb Boca Raton Dinner Seminar,Jeffrey S Braun MD,5614985530,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/26/2017,F,John Bonetti,003A000000fYntBIAS,001A000000W8xPwIAJ,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Narayanan & Narayanan MDs,3238882323,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/26/2017,F,Johanna Dejong,003A000000e7aa5IAA,001A000000W8lTbIAJ,"OTM Responder - 2017 Feb Richmond, VA Dinner Seminar",Glenside Medical Associates,8042624763,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/26/2017,F,Paul Gallant,003A000000e7U6kIAE,001A000000W93aSIAR,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Washington Dermatology Center,3016573622,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/26/2017,F,Paul Gallant,003A000000fZFbaIAG,001A000000W8lbVIAR,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Lance Gravely MD,3232211302,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/26/2017,F,Robyn Davis,003A000000fYsfeIAC,001A000000W94FkIAJ,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Kendrick Ng MD,6262819111,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/27/2017,F,Amy Day,003A000000fZB4qIAG,001A000000W8qqXIAR,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Patient Choice Medical Group,9096248019,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/27/2017,F,Anthony Ryan,003A000000fYPtMIAW,001A000000W9JVCIA3,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Terry M Lee MD,6262803651,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/27/2017,F,Johanna Dejong,003A000000fYrgVIAS,001A000000W8U5pIAF,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Keerthi R DeSilva MD,3105150677,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/27/2017,F,Lauren Gerry,003A000000fYn3LIAS,001A000000W8yYNIAZ,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Advanced Dermatology/Laser Med,3105777544,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/27/2017,F,Lauren Gerry,003A000000fYvdyIAC,001A000000W8ddBIAR,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Desert West Family Health Center,6239367960,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/27/2017,F,Paul Gallant,003A000000fZ1xxIAC,001A000000W99sHIAR,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Pacific Allergy/Asthma Medical,3109449098,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/27/2017,F,Ryan Fish,003A000000fZ1hMIAS,001A000000W94WMIAZ,OTM Responder - 2017 Feb Pasadena Dinner Seminar,David E Rogers MD,8182430499,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Ashley Defilippo,003A000000e7XMuIAM,001A000000W8b24IAB,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Kathy M Mahalati MD,3018532533,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Anne Peabody,003A000000fYgx1IAC,001A000000W96wxIAB,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Farah L Hekmat MD,3102760541,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Anthony Ryan,003G000000v0wzTIAQ,001A000000W9GsqIAF,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Nancy A Niparko MD,3105508221,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Gerard Pitts,003A000000fYhRTIA0,001A000000W8yvUIAR,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Franck Juste MD,6262876513,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,John Bonetti,003G000002LDpJ8IAL,001G000001qkrCAIAY,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Advanced Allergy & Asthma Centers,4439876998,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,John Bonetti,003A000000e7XfVIAU,001A000000W8ZJyIAN,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Radcliffe M Thomas MD PA,4105427700,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,John Bonetti,003A000000fYarJIAS,001A000000W8h0ZIAR,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Rodney A Gabriel MD Inc,3104239788,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,John Bonetti,003A000000fYWdEIAW,001A000000W8vHxIAJ,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Westridge OB/GYN,6232471100,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Josh Deschaine,003G000002EVebxIAD,001G000001nFkPoIAK,OTM Responder - 2017 Feb Boca Raton Dinner Seminar,Cesar Figueroa MD,5614997933,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Josh Deschaine,003G0000013qJHKIA2,001A000000W8LRHIA3,OTM Responder - 2017 Feb Boca Raton Dinner Seminar,Jonathan B Berger MD,5613618106,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Jim McGonigle,003A000000fYfqeIAC,001A000000W8rZXIAZ,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Our Lady of Guadalupe Med Clinic,6269155161,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Jim McGonigle,003A000000fYmhTIAS,001A000000W99rjIAB,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Westside Medical Center,8189810111,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Lauren Gerry,003G0000013qIR5IAM,001A000000W8qfPIAR,OTM Responder - 2017 Feb Boca Raton Dinner Seminar,Ricardo R Reyes MD,9547723544,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Lauren Gerry,003G000000oF0IOIA0,001A000000W8ttCIAR,OTM Responder - 2017 Feb Boca Raton Dinner Seminar,Narendra Maheshwari MD,9549429233,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Robyn Davis,003A000000fZ1ZfIAK,001A000000W9GryIAF,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Robert T Stoffer MD,6029931773,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Ryan Fish,003A000000bl45JIAQ,001A000000W8yEQIAZ,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Roseline Dauphin MD,8188438616,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Sherina Howard,003G000002LDkawIAD,001G000001qkufwIAA,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Daniel Jaller MD Paradigm Medic,3015287111,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/30/2017,F,Sherina Howard,003A000000e7UMEIA2,001A000000W8MQAIA3,OTM Responder - 2017 Feb Baltimore Dinner Seminar,OB&GYN Affiliates PA,3012494090,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Allison Novak,003G0000013pyNyIAI,001A000000W9C08IAF,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Saint Mark Medical Group,3235871175,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Debora Fleury,003A000000e7VC9IAM,001A000000W8KDUIA3,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Children First Pediatrics LLC,3013229500,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,John Bonetti,003A000000e7byOIAQ,001A000000W9D2mIAF,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Internal Medicine Associates,4107780200,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,John Bonetti,003A000000fYjQuIAK,001A000000W9FC7IAN,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Synapse Medical Group,8187882400,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Johanna Dejong,003G000000uDy5cIAC,001G000000hxbOaIAI,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Arete Family Medicine Corporation,6268720082,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Josh Deschaine,003G000002LDeVQIA1,001G000001qkvccIAA,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Comprehensive Allergy & Asthma,2402069601,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Josh Deschaine,003A000000fZ8c1IAC,001A000000W9D7xIAF,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Pulmonary Hospitalist Assocs,6264030348,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Jim McGonigle,003A000000bl4kQIAQ,001A000000W9LdqIAF,OTM Responder - 2017 Feb Boca Raton Dinner Seminar,Springs Hialeah Pediatrics,3058874494,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Kevin Clinton,003A000000fZ271IAC,001A000000W9DKCIA3,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Robert Paoletti DPM,3106792251,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Kevin Clinton,003A000000fZAjEIAW,001A000000W9A7AIAV,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Alhambra Medical Arts Podiatry,6265762900,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Lauren Gerry,003A000000e7VMDIA2,001A000000W8iiFIAR,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Discovery Pediatrics,3016817020,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Lauren Gerry,003G000000rdtGBIAY,001G000000gwoMhIAI,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Chevy Chase Dermatology LLC,3016567546,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Lauren Gerry,003G000000rdtyHIAQ,001G000000gwuOmIAI,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Mark Diamond MD,4105745877,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Paul Gallant,003A000000fYXufIAG,001A000000W8iLUIAZ,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Tahira Akram MD,9095905136,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
1/31/2017,F,Sherina Howard,003A000000fZJzxIAG,001A000000W90b8IAB,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Comprehensive Medical Group So Ca,6264422929,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,Anthony Ryan,003A000000fZ2YSIA0,001A000000W8r1rIAB,OTM Responder - 2017 Feb Austin Dinner Seminar,John S Murray MD,5124766223,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,Anthony Ryan,003G000002LDltwIAD,001G000001qktVbIAI,OTM Responder - 2017 Feb Austin Dinner Seminar,Whitestone Pediatrics,5127785111,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,Anthony Ryan,003A000000fZIwbIAG,001A000000W8P9LIAV,OTM Responder - 2017 Feb Austin Dinner Seminar,William J Moran MD,5124593205,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,Gerard Pitts,003G000001DyNqyIAF,001G000000xqXzgIAE,OTM Responder - 2017 Feb Boca Raton Dinner Seminar,American Med Care,5619676655,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,John Bonetti,003A000000fYWXfIAO,001A000000W8hjvIAB,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Sunrise Women's Healthcare,4804972229,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,Josh Deschaine,003A000000e7T2eIAE,001A000000W8eMhIAJ,OTM Responder - 2017 Feb Baltimore Dinner Seminar,David S Scharff MD,4103277114,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,Lauren Gerry,003A000000fYbOCIA0,001A000000W8ZhuIAF,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Clinica Medica Cuzcatlan,3235818485,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,Lauren Gerry,003A000000fYR5WIAW,001A000000W99eoIAB,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Hispanio American Medical Clinic,8183432121,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,Lauren Gerry,003A000000fYmXGIA0,001A000000W8jAaIAJ,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Hollywood Foot Clinic,3234670927,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,Sherina Howard,003A000000e6teYIAQ,001A000000W8xtwIAB,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Mamonluk-Chua Medical Group,2025263897,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,Sherina Howard,003G000002f4npUIAQ,001G000001qktTYIAY,OTM Responder - 2017 Feb Pasadena Dinner Seminar,Saran Medical Center,8182434600,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/1/2017,F,Sherina Howard,003A000000e8cR7IAI,001A000000W8TsHIAV,"OTM Responder - 2017 Feb Richmond, VA Dinner Seminar",John T Marshall MD PC,8048623333,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,John Bonetti,003A000000e7VAFIA2,001A000000W8bQzIAJ,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Alan J Friedman MD,3012511771,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,John Bonetti,003A000000e7TRSIA2,001A000000W9FYCIA3,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Joan Barkin MD,3019848112,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,John Bonetti,003G0000013UdmIIAS,001G000000pHagHIAS,OTM Responder - 2017 Jacksonville Dinner Seminar,Jax Kidney Center,9044006800,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,John Bonetti,003A000000ad3jZIAQ,001A000000W8oX4IAJ,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Naqui & Naqui MDs,7322974100,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,John Bonetti,003G000000rhJJAIA2,001G000000gwph0IAA,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Southern Avenue Family Practice,4807770077,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,John Bonetti,003A000000fYk87IAC,001A000000W92QYIAZ,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Gary A Knighton DO,4805391855,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,Johanna Dejong,003A000000bk5wSIAQ,001A000000W8xROIAZ,OTM Responder - 2017 Feb Phoenix Dinner Seminar,John M Yalam MD,4806142215,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,Jeff Grygiel,003A000000ewgPOIAY,001A000000OqwrRIAR,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Middlebelt Dermatology Center,2484777022,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,Kevin Clinton,003A000000e7V9QIAU,001A000000W8W4FIAV,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Med-Ped Health Care Multispecialty,3014414400,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,Lauren Gerry,003G000002KPggqIAD,001G000001pYLjUIAW,OTM Responder - 2017 Feb Baltimore Dinner Seminar,SURGICAL AND OFFICE GYNECOLOGY LLC,3012310007,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,Lauren Gerry,003A000000ewNtiIAE,001A000000W8rDFIAZ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Academic Dermatology & Cosmetic,5869979700,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,Sherina Howard,003A000000ev6S8IAI,001A000000W8a9oIAB,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Jerry Nosanchuk DO,2486447200,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/2/2017,F,Sherina Howard,003A000000bl7XAIAY,001A000000W8OysIAF,OTM Responder - 2017 Feb Phoenix Dinner Seminar,Arizona Grand Medical Center,6239345600,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/3/2017,F,John Bonetti,003A000000ewKQcIAM,001A000000W9FJPIA3,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Akram M Fram MD,8106648822,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/3/2017,F,Johanna Dejong,003A000000evNscIAE,001A000000W8nOhIAJ,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Edith Nemeth MD,8102252331,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/3/2017,F,Jeff Grygiel,003A000000adP13IAE,001A000000W9EF6IAN,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Kwabena B Owusu-Dapaah MD,7322461960,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/3/2017,F,Jeff Grygiel,003A000000ad4PjIAI,001A000000W9GNhIAN,OTM Responder - 2017 Feb New Brunswick Dinner Seminar,Pratibha A Kulkarni MD,9735645227,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/3/2017,F,Lauren Gerry,003A000000e7U1ZIAU,001A000000W97yEIAR,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Asha R Mittar MD,4107199110,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/3/2017,F,Lauren Gerry,003A000000e7Tf4IAE,001A000000W8LJOIA3,OTM Responder - 2017 Feb Baltimore Dinner Seminar,Dermatology Associates PC,3016817000,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
2/3/2017,F,Lauren Gerry,003A000000ev6TUIAY,001A000000W9BczIAF,OTM Responder - 2017 Feb Birmingham Dinner Seminar,Marcia L Vanderbroek DO,7346767900,x,Sent Info - In Market,Sent Info - In Market,$1.50 ,
